Composer	Title	RISM ID	A number	B number	UTL MMS ID								
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 108:] XVIII. | Uber das Evangelium am andern Sontage | in der Fasten/ Reminiscere genant/ | [...] | Dises kan man auch singen auf die Weise des Gesanges. | Hilf Gott/ daß Mir gelinge/ u.s.w."	1001067510											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 150:] XXV. | Uber das Evangelium am andern Sontage | nach Ostern/ Misericordias Domini | genant/ | [...] | Dises kan man auch singen auf die Melodei deß | 23. Psalms: | Waß kan unß kommen an für Noht/ u.s.w."	1001067527											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 156:] XXVI. | Uber das Evangelium am dritten Sontage | nach Ostern/ Jubilate genant: | [...] | Dises kan man auch singen auf die Melodei des herli= | chen Lob Psalmes: | Nun lob meine Seele den HErren/ u.s.w."	1001067529											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 138:] XXIII. | Uber das Evangelium am Hochheiligen | Ostertage. | [...] | Dises Festlied kan gesungen werden auff die Weise | deß schönen Ostergesanges: | Christ lag in Todes Banden/ u.s.w."	1001067524											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 144:] XXIV. | Uber das Evangelium am ersten Sontage | nach Ostern/ Quasimodogeniti | geheissen/ | [...] | Dises kan man auch singen auf die Melodei des schö= | nen Oster Lideß: | Jesus Christus wahr Gottes Sohn/ u.s.w."	1001067526											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 126:] XXI. | Uberdas Evangelium am Fünften Sontage | in der Fasten/ Judica genant/ | [...] | Dises kan man auch singen auf die Weise deß feinen | Lideß: | HErr Christ thu Mir verleihen. u.s.w."	1001067518											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 88:] XV. | Uber das Evangelium des Sontages/ von | den Alten Sexagesima genant/ | [...] | Dises kan auch gesungen werden auf die Weise un= | sers bekanten Gebeth Liedeß: | Vater unser im Himmelreich/ [&]c.u.s.w."	1001067463											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 100:] XVII. | Uber das Evangelium am ersten Sontage in | der Fasten/ sonst Jnvocavit genant/ | [...] | Dises kan man auch singen auff die Melodei des an= | dächtigen Lideß: | Da Jesus an dem Kreutze stund/ u.s.w."	1001067509											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 120:] XX. | Uber das Evangelium am vierten Sontage | in der Fasten/ Lætare genant/ | [...] | Dises kan man singen auf die Melodei deß wolbe= | bekanten Hauß= und KirchenGesanges: | Singen wir auß Hertzen grund/ u.s.w."	1001067514											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 170:] XXVIII. | Uber das Evangelium am Fünften Sontage | nach Ostern/ Vocem Jukunditatis genant/ | [...] | Dises kan man singen auf die Melodei des Tauff= | Liedes: | Christ unser HErr zum Jordan kahm:"	1001067534											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 114:] XIX. | Uber das Evangelium am dritten Sontage | in der Fasten/ Okuli genant/ | [...] | Dises kan gesungen werden auf die Melodei des | bekanten Kirchen Lideß: | Gott der Vatter wohn unß bey/ u.s.w."	1001067512											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 132:] XXII. | Uber das Evangelium am Palmsontage/ | [...] | Dises kan man singen auf die Weise des Lideß: | O Welt/ Jch muß dich lassen/ u.s.w."	1001067523											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 162:] XXVII. | Uber das Evangelium am vierten Sontage | nach Ostern/ Kantate genant. | [...] | Dises kan man auch singen auf die Melodei des be= | kanten Lideß. | Wie Eß Gott gefält/ so gefält mirß auch/ u.s.w."	1001067532											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 176:] XXIX. | Uber das Evangelium am Sechsten Sontage | nach Ostern/ Exaudi genant/ | [...] | Dises kan man auch singen auff die Melodie des | schönen Pfingst Lideß: | Komm Heiliger Geist/ HERRE Gott/ u.s.w."	1001067537											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 200:] XXXIII. | Uber das Evangelium am andern Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan gesungen werden auf die Melodei deß | schönen Kirchen Liedeß: | Durch Adamß Fall ist gantz verderbt/ u.s.w."	1001068413											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 218:] XXXVI. | Uber das Evangelium am fünften Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß | bekanten Kirchen Gesanges: | Allein zu dir HERR JEsu Christ/ u.s.w."	1001068424											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 224:] XXXVII. | Uber daß Evangelium am sechsten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Weise deß gahr | schönen KirchenGesanges: | Eß ist daß Heil Unß kommen her/ u.s.w."	1001068427											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 230:] XXXVIII. | Uber das Evangelium am siebenden Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Weise des überall | bekanten Morgenliedes: | Jch danke dir liber HERRE/ u.s.w."	1001068431											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 242:] XL. | Uber das Evangelium am neunten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Weise des sehr | schönen Buhs Lideß: | O HERRE GOtt begnade mich/ u.s.w."	1001068444											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 278:] XLVI. | Uber das Evangelium am funfzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan auch gesungen werden auf die Melodei des | bekanten Tischgesanges: | Singen wir aus Hertzen Grund."	1001068468											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 206:] XXXIV. | Uber das Evangelium am dritten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß wol= | bekanten Lideß: | Komt her zu Mir/ spricht Gottes Sohn/ u.s.w."	1001068421											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 290:] XLVIII. | Uber das Evangelium am siebenzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Weise deß be= | kanten Kirchen Lides: | Diß sind die heiligen zehn Gebot."	1001068479											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 248:] XLI. | Uber das Evangelium am zehenden Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei des | schönen Lides: | An Waserflüssen Babilon/ u.s.w."	1001068450											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 284:] XLVII. | Uber das Evangelium am sechszehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei des | bekanten Lideß: | HErr Christ thu mir verleihen."	1001068470											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 182:] XXX. | Uber das Evangelium am Heiligen Pfingst= | Tage/ | [...] | Dises kan auch gesungen werden auf die Melodei deß | schönen Gesangeß: | Es woll Unß Gott genädig sein/ u.s.w."	1001068394											
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 236:] XXXIX. | Uber das Evangelium am achten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß be= | weglichen BuhßLides: | Erbarm dich Mein/ O HErre Gott/ u.s.w."	1001068437											
"Storace, Stephen$d1762-1796$jAscertained$030003060"	"The favorite overture ... arranged as a duett, for two performers on the piano forte, by T. Haigh. [London, Lewis Lavenu]"	990063012	S 6728										
"Mozart, Leopold$d1719-1787$0115317"	"[title page:] Leopold Mozarts | Hochfürstl. Salzburgischen Vice-Capellmeisters | gründliche Violinschule, | mit vier Kupfertafeln | und | einer Tabelle. | Zweyte vermehrte Auflage | Auf Kosten des Verfassers. | Augsburg, | gedruckt bey Johann Jacob Lotter. 1770"	990042613	M 4037										
"Just, Johann August$d1750c-1791$030001643"	"The second divertimento [B] for the harpsichord or piano forte, with a flute accompanyment ... op.: I|s|t. [[London], J. Bland]"	990032794	J 746										
"Just, Johann August$d1750c-1791$030001643"	"The fifth divertimento [C] for harpsichord or piano forte, with a flute accompanyment ... op: I|s|t. [[London], J. Bland]"	990032795	J 747										
"Kuhnau, Johann$d1660-1722$0477141"	[title:] Musicalische Vorstellung | Einiger | Biblischer Historien/ | In 6. Sonaten/ | Auff dem Claviere zu spielen/ | Allen Liebhabern zum Vergnügen | versuchet | von | Johann Kuhnauen. | Leipzig/ | Gedruckt bey Immanuel Tietzen/ | Anno MDCC.	990035758	K 2997										
"Kreutzer, Rodolphe$d1766-1831$053845"	"... par les Comédiens Italiens, mise en musique par M. Kreutzer [Paris, Rodolphe Kreutzer; Sieber (Nicolas-Antoine Huguet)]"	990034860	K 2074										
"Keller, Gottfried$d1704+$030011387"	"A compleat method for attaining to play a thorough bass upon either organ, harpsicord, or theorbo-lute ... with variety of proper lessons and fuges, explaining the several rules throughout the whole work [London, J. Cullen; J. Young]"	990033095	K 258										
"Boyce, William$d1711-1779$030004115"	"Solomon. A serenata, taken from the Canticles [London, John Walsh; for the author]"	990006740	B 4074										
"Brown, John$d1715-1766$jConjectural$030012060"	"A Dissertation on the Rise, Union, and Power, The Progressions, Separations, and Corruptions, of Poetry and Music. To which is prefixed. The cure of Saul. A sacred ode [London, L. Davis & C. Reymers; London, L. Davis & C. Reymers; London, L. Davis & C. Reymers]"	990007224	B 4614										
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO I	1001094038											
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO III	1001097031											
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO IV	1001097032											
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO V	1001097033											
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO VI	1001097034											
"Haydn, Joseph$d1732-1809$jAscertained$055803"	[left before accolade:] QUARTETTO II	1001097030											
"Bach, Johann Sebastian$d1685-1750$02539"	"[caption title:] Motetto I. | Der 149. Psalm.$c[Bach, Johann Sebastian] | 1685-1750"	403008806											
"Bach, Johann Sebastian$d1685-1750$02539"	"[caption title:] Motetto II.$c[Bach, Johann Sebastian] | 1685-1750"	403008807											
"Bach, Johann Christoph$d1642-1703$jDoubtful$020000414"	"[caption title:] Motetto III.$c?Bach, Johann Christoph? | 1642-1703"	403008808											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Largo con Sordini | Sonata. VII."	406002248											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Il Terremoto | Presto e con tutta | la forza."	406002249											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] L'Introduzione | Maestoso | ed Adagio"	406002241											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Grave e Cantabile | Sonata. II."	406002243											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Grave | Sonata. III."	406002244											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Largo. | Sonata. IV."	406002245											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Adagio | Sonata V."	406002246											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Lento | Sonata. VI."	406002247											
"Haydn, Joseph$d1732-1809$055803"	"[vl 1, left before accolade:] Largo | Sonata. I."	406002242											
"Pleyel, Ignace$d1757-1831$024761"	"A favorite sonata for the harpsichord or piano forte with an accompaniment for a violin [London, Preston & son]"	990051832	P 4420										
"Courteville, Raphael$d1735c+$030014039"	"Sonatas [F, c, a, G, g, F] of two parts, compos'd and purposly [!] contrived for two flutes [London, s.n.]"	990011698	C 4345										
